FiscalYear,Actual_ReEstimated_Budget,AEA,Dist,DE_District,District Name,Column Name,Fund,Source,Expenditures Per Pupil,Amount,Enrollment Category,Enrollment Category Number
2017,Actual,05,5823,5823,Schaller-Crestland,genstudsupp,General,Student Support Services,154,53956,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,geninstrsupp,General,Instructional Staff Support Services,200,70315,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,gengenadmin,General,General Administration,359,126190,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,genbldgadmin,General,School/Building Administration,561,197212,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,gencentraladmin,General,Business & Central Administration,217,76184,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,genopermtnc,General,Plant Operation and Maintenance,657,230657,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,gentransp,General,Student Transportation,643,225937,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,genaeaflow,General,AEA Support - Direct to AEA,425,149175,300-599,2
2017,Actual,05,5823,5823,Schaller-Crestland,genendfb,General,Ending Fund Balance,4116,1445975,300-599,2
2017,Actual,12,5832,5832,Schleswig,geninstr,General,Instruction,7709,2260174,<300,1
2017,Actual,12,5832,5832,Schleswig,genstudsupp,General,Student Support Services,198,58038,<300,1
2017,Actual,12,5832,5832,Schleswig,geninstrsupp,General,Instructional Staff Support Services,279,81720,<300,1
2017,Actual,12,5832,5832,Schleswig,gengenadmin,General,General Administration,295,86544,<300,1
2017,Actual,12,5832,5832,Schleswig,genbldgadmin,General,School/Building Administration,561,164487,<300,1
2017,Actual,12,5832,5832,Schleswig,gencentraladmin,General,Business & Central Administration,366,107398,<300,1
2017,Actual,12,5832,5832,Schleswig,genopermtnc,General,Plant Operation and Maintenance,669,196074,<300,1
2017,Actual,12,5832,5832,Schleswig,gentransp,General,Student Transportation,666,195247,<300,1
2017,Actual,12,5832,5832,Schleswig,gennoninstr,General,Noninstructional Programs,42,12346,<300,1
2017,Actual,12,5832,5832,Schleswig,genaeaflow,General,AEA Support - Direct to AEA,458,134181,<300,1
2017,Actual,12,5832,5832,Schleswig,genendfb,General,Ending Fund Balance,4138,1213146,<300,1
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,geninstr,General,Instruction,8656,12146009,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,genstudsupp,General,Student Support Services,204,286895,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,geninstrsupp,General,Instructional Staff Support Services,744,1044150,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,gengenadmin,General,General Administration,239,335416,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,genbldgadmin,General,School/Building Administration,651,912885,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,gencentraladmin,General,Business & Central Administration,96,135111,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,genopermtnc,General,Plant Operation and Maintenance,1034,1451469,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,gentransp,General,Student Transportation,289,406114,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,genaeaflow,General,AEA Support - Direct to AEA,451,632451,"1,000-2,499",4
2017,Actual,12,5877,5877,Sergeant Bluff-Luton,genendfb,General,Ending Fund Balance,2672,3749627,"1,000-2,499",4
2017,Actual,15,5895,5895,Seymour,geninstr,General,Instruction,8044,2394613,<300,1
2017,Actual,15,5895,5895,Seymour,genstudsupp,General,Student Support Services,128,37985,<300,1
2017,Actual,15,5895,5895,Seymour,geninstrsupp,General,Instructional Staff Support Services,307,91254,<300,1
2017,Actual,15,5895,5895,Seymour,gengenadmin,General,General Administration,304,90422,<300,1
2017,Actual,15,5895,5895,Seymour,genbldgadmin,General,School/Building Administration,442,131469,<300,1
2017,Actual,15,5895,5895,Seymour,gencentraladmin,General,Business & Central Administration,161,48044,<300,1
2017,Actual,15,5895,5895,Seymour,genopermtnc,General,Plant Operation and Maintenance,772,229711,<300,1
2017,Actual,15,5895,5895,Seymour,gentransp,General,Student Transportation,587,174609,<300,1
2017,Actual,15,5895,5895,Seymour,genaeaflow,General,AEA Support - Direct to AEA,393,117085,<300,1
2017,Actual,15,5895,5895,Seymour,genendfb,General,Ending Fund Balance,4185,1245855,<300,1
2017,Actual,12,5949,5949,Sheldon,geninstr,General,Instruction,6732,7267083,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,genstudsupp,General,Student Support Services,214,231425,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,geninstrsupp,General,Instructional Staff Support Services,538,581111,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,gengenadmin,General,General Administration,310,334715,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,genbldgadmin,General,School/Building Administration,538,580414,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,gencentraladmin,General,Business & Central Administration,162,175086,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,genopermtnc,General,Plant Operation and Maintenance,963,1039702,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,gentransp,General,Student Transportation,558,601943,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,genaeaflow,General,AEA Support - Direct to AEA,460,496139,"1,000-2,499",4
2017,Actual,12,5949,5949,Sheldon,genendfb,General,Ending Fund Balance,2286,2468192,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,geninstr,General,Instruction,7028,7937643,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genstudsupp,General,Student Support Services,322,363593,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,geninstrsupp,General,Instructional Staff Support Services,668,754378,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,gengenadmin,General,General Administration,347,391479,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genbldgadmin,General,School/Building Administration,538,608078,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,gencentraladmin,General,Business & Central Administration,123,139170,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genopermtnc,General,Plant Operation and Maintenance,819,925441,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,gentransp,General,Student Transportation,388,438194,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genaeaflow,General,AEA Support - Direct to AEA,410,462930,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genotherfin,General,Transfers Out/Special Items/Down Adj,23,26110,"1,000-2,499",4
2017,Actual,13,5976,5976,Shenandoah,genendfb,General,Ending Fund Balance,2281,2576310,"1,000-2,499",4
2017,Actual,12,5994,5994,Sibley-Ocheyedan,geninstr,General,Instruction,6489,4983889,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genstudsupp,General,Student Support Services,378,290124,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,geninstrsupp,General,Instructional Staff Support Services,615,472268,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,gengenadmin,General,General Administration,326,250565,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genbldgadmin,General,School/Building Administration,539,413961,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,gencentraladmin,General,Business & Central Administration,123,94366,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genopermtnc,General,Plant Operation and Maintenance,885,679826,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,gentransp,General,Student Transportation,371,285114,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genaeaflow,General,AEA Support - Direct to AEA,405,311431,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genotherfin,General,Transfers Out/Special Items/Down Adj,11,8754,600-999,3
2017,Actual,12,5994,5994,Sibley-Ocheyedan,genendfb,General,Ending Fund Balance,3386,2601143,600-999,3
2017,Actual,13,6003,6003,Sidney,geninstr,General,Instruction,10883,4209356,300-599,2
2017,Actual,13,6003,6003,Sidney,genstudsupp,General,Student Support Services,322,124456,300-599,2
2017,Actual,13,6003,6003,Sidney,geninstrsupp,General,Instructional Staff Support Services,525,202893,300-599,2
2017,Actual,13,6003,6003,Sidney,gengenadmin,General,General Administration,517,199807,300-599,2
2017,Actual,13,6003,6003,Sidney,genbldgadmin,General,School/Building Administration,731,282612,300-599,2
2017,Actual,13,6003,6003,Sidney,gencentraladmin,General,Business & Central Administration,248,96096,300-599,2
2017,Actual,13,6003,6003,Sidney,genopermtnc,General,Plant Operation and Maintenance,972,375894,300-599,2
2017,Actual,13,6003,6003,Sidney,gentransp,General,Student Transportation,701,271035,300-599,2
2017,Actual,13,6003,6003,Sidney,genaeaflow,General,AEA Support - Direct to AEA,414,159946,300-599,2
2017,Actual,13,6003,6003,Sidney,genotherfin,General,Transfers Out/Special Items/Down Adj,75,28886,300-599,2
2017,Actual,13,6003,6003,Sidney,genendfb,General,Ending Fund Balance,2355,910728,300-599,2
2017,Actual,15,6012,6012,Sigourney,geninstr,General,Instruction,7794,4127852,300-599,2
2017,Actual,15,6012,6012,Sigourney,genstudsupp,General,Student Support Services,232,122901,300-599,2
2017,Actual,15,6012,6012,Sigourney,geninstrsupp,General,Instructional Staff Support Services,547,289789,300-599,2
2017,Actual,15,6012,6012,Sigourney,gengenadmin,General,General Administration,516,273244,300-599,2
2017,Actual,15,6012,6012,Sigourney,genbldgadmin,General,School/Building Administration,564,298860,300-599,2
2017,Actual,15,6012,6012,Sigourney,gencentraladmin,General,Business & Central Administration,250,132193,300-599,2
2017,Actual,15,6012,6012,Sigourney,genopermtnc,General,Plant Operation and Maintenance,912,483117,300-599,2
2017,Actual,15,6012,6012,Sigourney,gentransp,General,Student Transportation,381,202036,300-599,2
2017,Actual,15,6012,6012,Sigourney,genaeaflow,General,AEA Support - Direct to AEA,406,214848,300-599,2
2017,Actual,15,6012,6012,Sigourney,genendfb,General,Ending Fund Balance,4655,2465436,300-599,2
2017,Actual,12,6030,6030,Sioux Center,geninstr,General,Instruction,8418,10058086,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,genstudsupp,General,Student Support Services,242,288826,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,geninstrsupp,General,Instructional Staff Support Services,595,711548,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,gengenadmin,General,General Administration,260,311067,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,genbldgadmin,General,School/Building Administration,599,715172,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,gencentraladmin,General,Business & Central Administration,99,118642,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,genopermtnc,General,Plant Operation and Maintenance,710,848598,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,gentransp,General,Student Transportation,427,510325,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,genaeaflow,General,AEA Support - Direct to AEA,511,610097,"1,000-2,499",4
2017,Actual,12,6030,6030,Sioux Center,genendfb,General,Ending Fund Balance,1956,2337456,"1,000-2,499",4
2017,Actual,05,6048,6035,Sioux Central,geninstr,General,Instruction,9594,4629311,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genstudsupp,General,Student Support Services,248,119420,300-599,2
2017,Actual,05,6048,6035,Sioux Central,geninstrsupp,General,Instructional Staff Support Services,486,234476,300-599,2
2017,Actual,05,6048,6035,Sioux Central,gengenadmin,General,General Administration,414,199932,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genbldgadmin,General,School/Building Administration,754,363740,300-599,2
2017,Actual,05,6048,6035,Sioux Central,gencentraladmin,General,Business & Central Administration,442,213437,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genopermtnc,General,Plant Operation and Maintenance,880,424438,300-599,2
2017,Actual,05,6048,6035,Sioux Central,gentransp,General,Student Transportation,711,342897,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genaeaflow,General,AEA Support - Direct to AEA,433,208840,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genotherfin,General,Transfers Out/Special Items/Down Adj,47,22703,300-599,2
2017,Actual,05,6048,6035,Sioux Central,genendfb,General,Ending Fund Balance,3307,1595680,300-599,2
2017,Actual,12,6039,6039,Sioux City,geninstr,General,Instruction,7501,109625866,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genstudsupp,General,Student Support Services,319,4667458,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,geninstrsupp,General,Instructional Staff Support Services,788,11510453,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,gengenadmin,General,General Administration,156,2272633,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genbldgadmin,General,School/Building Administration,582,8504139,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,gencentraladmin,General,Business & Central Administration,125,1828494,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genopermtnc,General,Plant Operation and Maintenance,819,11963544,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,gentransp,General,Student Transportation,319,4658942,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genaeaflow,General,AEA Support - Direct to AEA,455,6656340,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genotherfin,General,Transfers Out/Special Items/Down Adj,13,193283,"7,500+",6
2017,Actual,12,6039,6039,Sioux City,genendfb,General,Ending Fund Balance,2194,32059195,"7,500+",6
2017,Actual,10,6093,6093,Solon,geninstr,General,Instruction,7190,9325129,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,genstudsupp,General,Student Support Services,307,398801,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,geninstrsupp,General,Instructional Staff Support Services,608,788036,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,gengenadmin,General,General Administration,254,330074,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,genbldgadmin,General,School/Building Administration,662,859053,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,gencentraladmin,General,Business & Central Administration,232,301272,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,genopermtnc,General,Plant Operation and Maintenance,1052,1364832,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,gentransp,General,Student Transportation,362,469696,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,genaeaflow,General,AEA Support - Direct to AEA,415,537652,"1,000-2,499",4
2017,Actual,10,6093,6093,Solon,genendfb,General,Ending Fund Balance,2133,2766544,"1,000-2,499",4
2017,Actual,05,6091,6091,South Central Calhoun,geninstr,General,Instruction,7115,6551952,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genstudsupp,General,Student Support Services,319,293463,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,geninstrsupp,General,Instructional Staff Support Services,487,448837,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,gengenadmin,General,General Administration,279,256588,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genbldgadmin,General,School/Building Administration,464,427121,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,gencentraladmin,General,Business & Central Administration,217,199902,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genopermtnc,General,Plant Operation and Maintenance,636,585237,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,gentransp,General,Student Transportation,497,457931,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genaeaflow,General,AEA Support - Direct to AEA,425,391055,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genotherfin,General,Transfers Out/Special Items/Down Adj,9,8033,600-999,3
2017,Actual,05,6091,6091,South Central Calhoun,genendfb,General,Ending Fund Balance,8224,7573091,600-999,3
2017,Actual,05,6095,6095,South Hamilton,geninstr,General,Instruction,8607,5606036,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genstudsupp,General,Student Support Services,244,158808,600-999,3
2017,Actual,05,6095,6095,South Hamilton,geninstrsupp,General,Instructional Staff Support Services,619,403086,600-999,3
2017,Actual,05,6095,6095,South Hamilton,gengenadmin,General,General Administration,400,260211,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genbldgadmin,General,School/Building Administration,565,368263,600-999,3
2017,Actual,05,6095,6095,South Hamilton,gencentraladmin,General,Business & Central Administration,146,95172,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genopermtnc,General,Plant Operation and Maintenance,844,549436,600-999,3
2017,Actual,05,6095,6095,South Hamilton,gentransp,General,Student Transportation,529,344315,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genaeaflow,General,AEA Support - Direct to AEA,423,275487,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genotherfin,General,Transfers Out/Special Items/Down Adj,36,23713,600-999,3
2017,Actual,05,6095,6095,South Hamilton,genendfb,General,Ending Fund Balance,2417,1573963,600-999,3
2017,Actual,12,5157,6099,South O'Brien,geninstr,General,Instruction,7512,4691844,600-999,3
2017,Actual,12,5157,6099,South O'Brien,genstudsupp,General,Student Support Services,194,120931,600-999,3
2017,Actual,12,5157,6099,South O'Brien,geninstrsupp,General,Instructional Staff Support Services,748,467433,600-999,3
2017,Actual,12,5157,6099,South O'Brien,gengenadmin,General,General Administration,504,314638,600-999,3
2017,Actual,12,5157,6099,South O'Brien,genbldgadmin,General,School/Building Administration,570,355853,600-999,3
2017,Actual,12,5157,6099,South O'Brien,gencentraladmin,General,Business & Central Administration,206,128943,600-999,3
2017,Actual,12,5157,6099,South O'Brien,genopermtnc,General,Plant Operation and Maintenance,813,507615,600-999,3
2017,Actual,12,5157,6099,South O'Brien,gentransp,General,Student Transportation,504,314718,600-999,3
2017,Actual,12,5157,6099,South O'Brien,genaeaflow,General,AEA Support - Direct to AEA,457,285644,600-999,3
2017,Actual,12,5157,6099,South O'Brien,genendfb,General,Ending Fund Balance,3197,1996869,600-999,3
2017,Actual,13,6097,6097,South Page,geninstr,General,Instruction,10669,1995160,<300,1
2017,Actual,13,6097,6097,South Page,genstudsupp,General,Student Support Services,448,83767,<300,1
2017,Actual,13,6097,6097,South Page,geninstrsupp,General,Instructional Staff Support Services,290,54261,<300,1
2017,Actual,13,6097,6097,South Page,gengenadmin,General,General Administration,437,81660,<300,1
2017,Actual,13,6097,6097,South Page,genbldgadmin,General,School/Building Administration,753,140785,<300,1
2017,Actual,13,6097,6097,South Page,gencentraladmin,General,Business & Central Administration,150,28015,<300,1
2017,Actual,13,6097,6097,South Page,genopermtnc,General,Plant Operation and Maintenance,1016,190063,<300,1
2017,Actual,13,6097,6097,South Page,gentransp,General,Student Transportation,794,148417,<300,1
2017,Actual,13,6097,6097,South Page,genaeaflow,General,AEA Support - Direct to AEA,481,89871,<300,1
2017,Actual,13,6097,6097,South Page,genendfb,General,Ending Fund Balance,351,65669,<300,1
2017,Actual,07,6098,6098,South Tama County,geninstr,General,Instruction,7549,11657160,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,genstudsupp,General,Student Support Services,382,589662,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,geninstrsupp,General,Instructional Staff Support Services,405,625933,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,gengenadmin,General,General Administration,236,364056,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,genbldgadmin,General,School/Building Administration,761,1174915,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,gencentraladmin,General,Business & Central Administration,299,462394,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,genopermtnc,General,Plant Operation and Maintenance,894,1381128,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,gentransp,General,Student Transportation,492,759715,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,genaeaflow,General,AEA Support - Direct to AEA,446,688474,"1,000-2,499",4
2017,Actual,07,6098,6098,South Tama County,genendfb,General,Ending Fund Balance,1252,1933015,"1,000-2,499",4
2017,Actual,01,6100,6100,South Winneshiek,geninstr,General,Instruction,8640,4717393,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,genstudsupp,General,Student Support Services,491,268229,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,geninstrsupp,General,Instructional Staff Support Services,433,236258,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,gengenadmin,General,General Administration,325,177233,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,genbldgadmin,General,School/Building Administration,524,286108,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,gencentraladmin,General,Business & Central Administration,200,109146,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,genopermtnc,General,Plant Operation and Maintenance,802,437645,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,gentransp,General,Student Transportation,559,305127,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,genaeaflow,General,AEA Support - Direct to AEA,462,252124,300-599,2
2017,Actual,01,6100,6100,South Winneshiek,genendfb,General,Ending Fund Balance,1495,816489,300-599,2
2017,Actual,11,6101,6101,Southeast Polk,geninstr,General,Instruction,7038,47869446,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genstudsupp,General,Student Support Services,426,2896931,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,geninstrsupp,General,Instructional Staff Support Services,518,3520393,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,gengenadmin,General,General Administration,166,1128211,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genbldgadmin,General,School/Building Administration,580,3945430,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,gencentraladmin,General,Business & Central Administration,405,2751780,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genopermtnc,General,Plant Operation and Maintenance,801,5445662,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,gentransp,General,Student Transportation,474,3224390,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genaeaflow,General,AEA Support - Direct to AEA,421,2863461,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genotherfin,General,Transfers Out/Special Items/Down Adj,21,140064,"2,500-7,499",5
2017,Actual,11,6101,6101,Southeast Polk,genendfb,General,Ending Fund Balance,2302,15656370,"2,500-7,499",5
2017,Actual,11,6094,6094,Southeast Warren,geninstr,General,Instruction,7568,4521126,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genstudsupp,General,Student Support Services,222,132585,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,geninstrsupp,General,Instructional Staff Support Services,274,163553,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,gengenadmin,General,General Administration,240,143207,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genbldgadmin,General,School/Building Administration,556,332282,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,gencentraladmin,General,Business & Central Administration,186,110944,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genopermtnc,General,Plant Operation and Maintenance,761,454758,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,gentransp,General,Student Transportation,378,225671,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genaeaflow,General,AEA Support - Direct to AEA,405,242174,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genotherfin,General,Transfers Out/Special Items/Down Adj,8,4795,300-599,2
2017,Actual,11,6094,6094,Southeast Warren,genendfb,General,Ending Fund Balance,2172,1297467,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,geninstr,General,Instruction,8977,4807939,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,genstudsupp,General,Student Support Services,45,24066,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,geninstrsupp,General,Instructional Staff Support Services,166,89127,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,gengenadmin,General,General Administration,320,171599,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,genbldgadmin,General,School/Building Administration,571,305991,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,gencentraladmin,General,Business & Central Administration,159,85341,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,genopermtnc,General,Plant Operation and Maintenance,660,353249,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,gentransp,General,Student Transportation,781,418213,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,genaeaflow,General,AEA Support - Direct to AEA,425,227366,300-599,2
2017,Actual,05,6096,6096,Southeast Webster Grand,genendfb,General,Ending Fund Balance,4843,2593843,300-599,2
2017,Actual,05,6102,6102,Spencer,geninstr,General,Instruction,8366,15686910,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genstudsupp,General,Student Support Services,335,627208,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,geninstrsupp,General,Instructional Staff Support Services,223,418982,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,gengenadmin,General,General Administration,200,374457,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genbldgadmin,General,School/Building Administration,615,1152317,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,gencentraladmin,General,Business & Central Administration,427,801262,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genopermtnc,General,Plant Operation and Maintenance,963,1805899,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,gentransp,General,Student Transportation,315,590461,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genaeaflow,General,AEA Support - Direct to AEA,463,867622,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genotherfin,General,Transfers Out/Special Items/Down Adj,356,667221,"1,000-2,499",4
2017,Actual,05,6102,6102,Spencer,genendfb,General,Ending Fund Balance,2885,5409459,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,geninstr,General,Instruction,7725,9044232,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genstudsupp,General,Student Support Services,320,375140,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,geninstrsupp,General,Instructional Staff Support Services,504,589553,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,gengenadmin,General,General Administration,288,337178,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genbldgadmin,General,School/Building Administration,602,704374,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,gencentraladmin,General,Business & Central Administration,264,309045,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genopermtnc,General,Plant Operation and Maintenance,1093,1279581,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,gentransp,General,Student Transportation,371,434503,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genaeaflow,General,AEA Support - Direct to AEA,433,507136,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genotherfin,General,Transfers Out/Special Items/Down Adj,80,94082,"1,000-2,499",4
2017,Actual,05,6120,6120,Spirit Lake,genendfb,General,Ending Fund Balance,1771,2073375,"1,000-2,499",4
2017,Actual,10,6138,6138,Springville,geninstr,General,Instruction,8279,2974513,300-599,2
2017,Actual,10,6138,6138,Springville,genstudsupp,General,Student Support Services,396,142275,300-599,2
2017,Actual,10,6138,6138,Springville,geninstrsupp,General,Instructional Staff Support Services,433,155594,300-599,2
2017,Actual,10,6138,6138,Springville,gengenadmin,General,General Administration,492,176841,300-599,2
2017,Actual,10,6138,6138,Springville,genbldgadmin,General,School/Building Administration,789,283500,300-599,2
2017,Actual,10,6138,6138,Springville,gencentraladmin,General,Business & Central Administration,397,142724,300-599,2
2017,Actual,10,6138,6138,Springville,genopermtnc,General,Plant Operation and Maintenance,1152,413939,300-599,2
2017,Actual,10,6138,6138,Springville,gentransp,General,Student Transportation,432,155309,300-599,2
